country,country_iso3,category,available_weight,total_category_weight,coverage_ratio,variable_count,has_primary_source,category_score,reason
Dominican Republic,DOM,migracion_y_movilidad,1.0,1.0,1.0,3,True,22.32,ok
East Timor,TLS,migracion_y_movilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Ecuador,ECU,migracion_y_movilidad,1.0,1.0,1.0,3,True,31.17,ok
Egypt,EGY,migracion_y_movilidad,1.0,1.0,1.0,3,True,11.35,ok
El Salvador,SLV,migracion_y_movilidad,1.0,1.0,1.0,3,True,48.15,ok
Equatorial Guinea,GNQ,migracion_y_movilidad,1.0,1.0,1.0,3,True,16.58,ok
Eritrea,ERI,migracion_y_movilidad,1.0,1.0,1.0,3,True,6.72,ok
Estonia,EST,migracion_y_movilidad,1.0,1.0,1.0,3,True,79.24,ok
Eswatini,SWZ,migracion_y_movilidad,0.4,1.0,0.4,2,False,19.17,ok
Ethiopia,ETH,migracion_y_movilidad,1.0,1.0,1.0,3,True,8.33,ok
Fiji,FJI,migracion_y_movilidad,1.0,1.0,1.0,3,True,28.4,ok
Finland,FIN,migracion_y_movilidad,1.0,1.0,1.0,3,True,78.88,ok
France,FRA,migracion_y_movilidad,1.0,1.0,1.0,3,True,80.67,ok
Gabon,GAB,migracion_y_movilidad,1.0,1.0,1.0,3,True,18.43,ok
Gambia,GMB,migracion_y_movilidad,0.4,1.0,0.4,2,False,24.93,ok
Georgia,GEO,migracion_y_movilidad,1.0,1.0,1.0,3,True,44.5,ok
Germany,DEU,migracion_y_movilidad,1.0,1.0,1.0,3,True,82.26,ok
Ghana,GHA,migracion_y_movilidad,1.0,1.0,1.0,3,True,19.67,ok
Greece,GRC,migracion_y_movilidad,1.0,1.0,1.0,3,True,80.09,ok
Grenada,GRD,migracion_y_movilidad,1.0,1.0,1.0,3,True,57.88,ok
Guatemala,GTM,migracion_y_movilidad,1.0,1.0,1.0,3,True,48.76,ok
Guinea,GIN,migracion_y_movilidad,1.0,1.0,1.0,3,True,13.06,ok
Guinea-Bissau,GNB,migracion_y_movilidad,1.0,1.0,1.0,3,True,11.78,ok
Guyana,GUY,migracion_y_movilidad,1.0,1.0,1.0,3,True,29.4,ok
Haiti,HTI,migracion_y_movilidad,1.0,1.0,1.0,3,True,11.1,ok
Honduras,HND,migracion_y_movilidad,1.0,1.0,1.0,3,True,47.05,ok
Hong Kong,HKG,migracion_y_movilidad,0.4,1.0,0.4,2,False,55.75,ok
Hungary,HUN,migracion_y_movilidad,1.0,1.0,1.0,3,True,77.85,ok
Iceland,ISL,migracion_y_movilidad,1.0,1.0,1.0,3,True,79.25,ok
India,IND,migracion_y_movilidad,1.0,1.0,1.0,3,True,14.49,ok
Indonesia,IDN,migracion_y_movilidad,1.0,1.0,1.0,3,True,20.16,ok
Iran,IRN,migracion_y_movilidad,1.0,1.0,1.0,3,True,7.57,ok
Iraq,IRQ,migracion_y_movilidad,1.0,1.0,1.0,3,True,5.91,ok
Ireland,IRL,migracion_y_movilidad,1.0,1.0,1.0,3,True,82.19,ok
Israel,ISR,migracion_y_movilidad,1.0,1.0,1.0,3,True,70.02,ok
Italy,ITA,migracion_y_movilidad,1.0,1.0,1.0,3,True,80.02,ok
Ivory Coast,CIV,migracion_y_movilidad,1.0,1.0,1.0,3,True,16.75,ok
Jamaica,JAM,migracion_y_movilidad,1.0,1.0,1.0,3,True,27.11,ok
Japan,JPN,migracion_y_movilidad,1.0,1.0,1.0,3,True,74.11,ok
Jordan,JOR,migracion_y_movilidad,1.0,1.0,1.0,3,True,19.86,ok
Kazakhstan,KAZ,migracion_y_movilidad,1.0,1.0,1.0,3,True,29.17,ok
Kenya,KEN,migracion_y_movilidad,1.0,1.0,1.0,3,True,19.79,ok
Kiribati,KIR,migracion_y_movilidad,1.0,1.0,1.0,3,True,44.82,ok
Kosovo,XKX,migracion_y_movilidad,0.85,1.0,0.85,2,True,29.4,ok
Kuwait,KWT,migracion_y_movilidad,1.0,1.0,1.0,3,True,47.46,ok
Kyrgyzstan,KGZ,migracion_y_movilidad,1.0,1.0,1.0,3,True,16.65,ok
Laos,LAO,migracion_y_movilidad,1.0,1.0,1.0,3,True,9.15,ok
Latvia,LVA,migracion_y_movilidad,1.0,1.0,1.0,3,True,78.81,ok
Lebanon,LBN,migracion_y_movilidad,1.0,1.0,1.0,3,True,14.94,ok
Lesotho,LSO,migracion_y_movilidad,1.0,1.0,1.0,3,True,20.96,ok
Liberia,LBR,migracion_y_movilidad,1.0,1.0,1.0,3,True,11.57,ok
Libya,LBY,migracion_y_movilidad,1.0,1.0,1.0,3,True,9.36,ok
Liechtenstein,LIE,migracion_y_movilidad,1.0,1.0,1.0,3,True,89.43,ok
Lithuania,LTU,migracion_y_movilidad,1.0,1.0,1.0,3,True,76.12,ok
Luxembourg,LUX,migracion_y_movilidad,1.0,1.0,1.0,3,True,90.06,ok
Macao,MAC,migracion_y_movilidad,0.4,1.0,0.4,2,False,63.88,ok
Madagascar,MDG,migracion_y_movilidad,1.0,1.0,1.0,3,True,13.18,ok
Malawi,MWI,migracion_y_movilidad,1.0,1.0,1.0,3,True,19.95,ok
Malaysia,MYS,migracion_y_movilidad,1.0,1.0,1.0,3,True,75.6,ok
Maldives,MDV,migracion_y_movilidad,1.0,1.0,1.0,3,True,33.03,ok
Mali,MLI,migracion_y_movilidad,1.0,1.0,1.0,3,True,13.41,ok
Malta,MLT,migracion_y_movilidad,1.0,1.0,1.0,3,True,83.11,ok
Marshall Islands,MHL,migracion_y_movilidad,1.0,1.0,1.0,3,True,47.83,ok
Mauritania,MRT,migracion_y_movilidad,1.0,1.0,1.0,3,True,14.45,ok
Mauritius,MUS,migracion_y_movilidad,1.0,1.0,1.0,3,True,55.56,ok
Mexico,MEX,migracion_y_movilidad,1.0,1.0,1.0,3,True,59.81,ok
Micronesia,FSM,migracion_y_movilidad,1.0,1.0,1.0,3,True,49.46,ok
Moldova,MDA,migracion_y_movilidad,1.0,1.0,1.0,3,True,43.42,ok
Monaco,MCO,migracion_y_movilidad,1.0,1.0,1.0,3,True,84.65,ok
Mongolia,MNG,migracion_y_movilidad,1.0,1.0,1.0,3,True,17.59,ok
Montenegro,MNE,migracion_y_movilidad,1.0,1.0,1.0,3,True,49.11,ok
Morocco,MAR,migracion_y_movilidad,1.0,1.0,1.0,3,True,21.04,ok
Morocco / Western Sahara,MAR,migracion_y_movilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Mozambique,MOZ,migracion_y_movilidad,1.0,1.0,1.0,3,True,14.84,ok
Myanmar,MMR,migracion_y_movilidad,1.0,1.0,1.0,3,True,7.81,ok
Namibia,NAM,migracion_y_movilidad,1.0,1.0,1.0,3,True,23.13,ok
Nauru,NRU,migracion_y_movilidad,1.0,1.0,1.0,3,True,32.42,ok
Nepal,NPL,migracion_y_movilidad,1.0,1.0,1.0,3,True,7.22,ok
Netherlands,NLD,migracion_y_movilidad,1.0,1.0,1.0,3,True,80.87,ok
New Zealand,NZL,migracion_y_movilidad,1.0,1.0,1.0,3,True,80.69,ok
Nicaragua,NIC,migracion_y_movilidad,1.0,1.0,1.0,3,True,45.47,ok
Niger,NER,migracion_y_movilidad,1.0,1.0,1.0,3,True,13.81,ok
Nigeria,NGA,migracion_y_movilidad,1.0,1.0,1.0,3,True,8.76,ok
North Korea,PRK,migracion_y_movilidad,1.0,1.0,1.0,3,True,6.65,ok
North Macedonia,MKD,migracion_y_movilidad,1.0,1.0,1.0,3,True,47.3,ok
Northern Cyprus,CTU,migracion_y_movilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Norway,NOR,migracion_y_movilidad,1.0,1.0,1.0,3,True,81.19,ok
OECS,CSS,migracion_y_movilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Oman,OMN,migracion_y_movilidad,1.0,1.0,1.0,3,True,39.27,ok
Pakistan,PAK,migracion_y_movilidad,1.0,1.0,1.0,3,True,6.31,ok
Palau,PLW,migracion_y_movilidad,0.4,1.0,0.4,2,False,45.16,ok
Palestinian Territories,PSE,migracion_y_movilidad,0.4,1.0,0.4,2,False,18.22,ok
Panama,PAN,migracion_y_movilidad,1.0,1.0,1.0,3,True,57.2,ok
Papua New Guinea,PNG,migracion_y_movilidad,1.0,1.0,1.0,3,True,26.34,ok
Paraguay,PRY,migracion_y_movilidad,1.0,1.0,1.0,3,True,54.75,ok
Peru,PER,migracion_y_movilidad,1.0,1.0,1.0,3,True,54.4,ok
Philippines,PHL,migracion_y_movilidad,1.0,1.0,1.0,3,True,17.91,ok
Poland,POL,migracion_y_movilidad,1.0,1.0,1.0,3,True,76.77,ok
Portugal,PRT,migracion_y_movilidad,1.0,1.0,1.0,3,True,79.23,ok
Puerto Rico,PRI,migracion_y_movilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Qatar,QAT,migracion_y_movilidad,1.0,1.0,1.0,3,True,53.41,ok
Republic of the Congo,COG,migracion_y_movilidad,1.0,1.0,1.0,3,True,11.12,ok
Romania,ROU,migracion_y_movilidad,1.0,1.0,1.0,3,True,74.33,ok
Russia,RUS,migracion_y_movilidad,1.0,1.0,1.0,3,True,41.67,ok
Rwanda,RWA,migracion_y_movilidad,1.0,1.0,1.0,3,True,19.38,ok
Saint Kitts and Nevis,KNA,migracion_y_movilidad,0.4,1.0,0.4,2,False,40.15,ok
Saint Lucia,LCA,migracion_y_movilidad,1.0,1.0,1.0,3,True,55.96,ok
Saint Vincent and the Grenadines,VCT,migracion_y_movilidad,0.4,1.0,0.4,2,False,33.55,ok
Samoa,WSM,migracion_y_movilidad,1.0,1.0,1.0,3,True,47.66,ok
San Marino,SMR,migracion_y_movilidad,1.0,1.0,1.0,3,True,68.93,ok
Sao Tome and Principe,STP,migracion_y_movilidad,1.0,1.0,1.0,3,True,15.09,ok
Saudi Arabia,SAU,migracion_y_movilidad,1.0,1.0,1.0,3,True,38.68,ok
Senegal,SEN,migracion_y_movilidad,1.0,1.0,1.0,3,True,15.04,ok
Serbia,SRB,migracion_y_movilidad,1.0,1.0,1.0,3,True,52.5,ok
Seychelles,SYC,migracion_y_movilidad,1.0,1.0,1.0,3,True,61.7,ok
Sierra Leone,SLE,migracion_y_movilidad,1.0,1.0,1.0,3,True,16.76,ok
Singapore,SGP,migracion_y_movilidad,1.0,1.0,1.0,3,True,85.33,ok
Slovakia,SVK,migracion_y_movilidad,1.0,1.0,1.0,3,True,76.61,ok
Slovenia,SVN,migracion_y_movilidad,1.0,1.0,1.0,3,True,78.97,ok
Solomon Islands,SLB,migracion_y_movilidad,1.0,1.0,1.0,3,True,48.7,ok
Somalia,SOM,migracion_y_movilidad,1.0,1.0,1.0,3,True,6.01,ok
South Africa,ZAF,migracion_y_movilidad,1.0,1.0,1.0,3,True,35.25,ok
South Korea,KOR,migracion_y_movilidad,1.0,1.0,1.0,3,True,74.8,ok
South Sudan,SSD,migracion_y_movilidad,1.0,1.0,1.0,3,True,9.03,ok
Spain,ESP,migracion_y_movilidad,1.0,1.0,1.0,3,True,81.33,ok
Sri Lanka,LKA,migracion_y_movilidad,1.0,1.0,1.0,3,True,6.26,ok
Sudan,SDN,migracion_y_movilidad,1.0,1.0,1.0,3,True,7.95,ok
Suriname,SUR,migracion_y_movilidad,1.0,1.0,1.0,3,True,25.01,ok
Sweden,SWE,migracion_y_movilidad,1.0,1.0,1.0,3,True,82.54,ok
Switzerland,CHE,migracion_y_movilidad,1.0,1.0,1.0,3,True,84.95,ok
Syria,SYR,migracion_y_movilidad,1.0,1.0,1.0,3,True,6.77,ok
Taiwan,TWN,migracion_y_movilidad,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Tajikistan,TJK,migracion_y_movilidad,1.0,1.0,1.0,3,True,13.71,ok
Tanzania,TZA,migracion_y_movilidad,1.0,1.0,1.0,3,True,18.36,ok
Thailand,THA,migracion_y_movilidad,1.0,1.0,1.0,3,True,24.52,ok
Timor-Leste,TLS,migracion_y_movilidad,0.85,1.0,0.85,2,True,35.55,ok
Togo,TGO,migracion_y_movilidad,1.0,1.0,1.0,3,True,15.71,ok
Tonga,TON,migracion_y_movilidad,1.0,1.0,1.0,3,True,47.08,ok
Trinidad and Tobago,TTO,migracion_y_movilidad,1.0,1.0,1.0,3,True,56.23,ok
Tunisia,TUN,migracion_y_movilidad,1.0,1.0,1.0,3,True,18.82,ok
Turkey,TUR,migracion_y_movilidad,1.0,1.0,1.0,3,True,41.75,ok
Turkmenistan,TKM,migracion_y_movilidad,1.0,1.0,1.0,3,True,10.31,ok
Tuvalu,TUV,migracion_y_movilidad,1.0,1.0,1.0,3,True,46.14,ok
Uganda,UGA,migracion_y_movilidad,1.0,1.0,1.0,3,True,18.63,ok
Ukraine,UKR,migracion_y_movilidad,1.0,1.0,1.0,3,True,57.23,ok
United Arab Emirates,ARE,migracion_y_movilidad,1.0,1.0,1.0,3,True,90.77,ok
United Kingdom,GBR,migracion_y_movilidad,1.0,1.0,1.0,3,True,76.95,ok
United States,USA,migracion_y_movilidad,1.0,1.0,1.0,3,True,75.21,ok
Uruguay,URY,migracion_y_movilidad,1.0,1.0,1.0,3,True,60.47,ok
Uzbekistan,UZB,migracion_y_movilidad,1.0,1.0,1.0,3,True,16.38,ok
Vanuatu,VUT,migracion_y_movilidad,1.0,1.0,1.0,3,True,28.61,ok
Vatican,VAT,migracion_y_movilidad,0.4,1.0,0.4,2,False,65.65,ok
Venezuela,VEN,migracion_y_movilidad,1.0,1.0,1.0,3,True,42.71,ok
Vietnam,VNM,migracion_y_movilidad,1.0,1.0,1.0,3,True,10.53,ok
Yemen,YEM,migracion_y_movilidad,1.0,1.0,1.0,3,True,6.43,ok
Zambia,ZMB,migracion_y_movilidad,1.0,1.0,1.0,3,True,17.01,ok
Zimbabwe,ZWE,migracion_y_movilidad,1.0,1.0,1.0,3,True,16.17,ok
Afghanistan,AFG,salud_publica,1.0,1.0,1.0,8,False,25.74,ok
Albania,ALB,salud_publica,1.0,1.0,1.0,8,False,81.12,ok
Algeria,DZA,salud_publica,1.0,1.0,1.0,8,False,72.97,ok
Andorra,AND,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Angola,AGO,salud_publica,1.0,1.0,1.0,8,False,18.05,ok
Antigua and Barbuda,ATG,salud_publica,1.0,1.0,1.0,8,False,81.42,ok
Argentina,ARG,salud_publica,1.0,1.0,1.0,8,False,81.01,ok
Armenia,ARM,salud_publica,1.0,1.0,1.0,8,False,78.43,ok
Aruba,ABW,salud_publica,0.9,1.0,0.9,7,False,68.4,ok
Australia,AUS,salud_publica,1.0,1.0,1.0,8,False,92.6,ok
Austria,AUT,salud_publica,1.0,1.0,1.0,8,False,93.68,ok
Azerbaijan,AZE,salud_publica,1.0,1.0,1.0,8,False,77.78,ok
Bahamas,BHS,salud_publica,1.0,1.0,1.0,8,False,77.11,ok
Bahrain,BHR,salud_publica,1.0,1.0,1.0,8,False,82.8,ok
Bangladesh,BGD,salud_publica,1.0,1.0,1.0,8,False,47.33,ok
Barbados,BRB,salud_publica,1.0,1.0,1.0,8,False,88.3,ok
Belarus,BLR,salud_publica,1.0,1.0,1.0,8,False,86.83,ok
Belgium,BEL,salud_publica,1.0,1.0,1.0,8,False,94.35,ok
Belize,BLZ,salud_publica,1.0,1.0,1.0,8,False,71.25,ok
Benin,BEN,salud_publica,1.0,1.0,1.0,8,False,19.71,ok
Bhutan,BTN,salud_publica,1.0,1.0,1.0,8,False,59.88,ok
Bolivia,BOL,salud_publica,1.0,1.0,1.0,8,False,56.99,ok
Bosnia and Herzegovina,BIH,salud_publica,1.0,1.0,1.0,8,False,70.79,ok
Bosnia-Herzegovina,BIH,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Botswana,BWA,salud_publica,1.0,1.0,1.0,8,False,48.23,ok
Brazil,BRA,salud_publica,1.0,1.0,1.0,8,False,74.2,ok
Brunei,BRN,salud_publica,1.0,1.0,1.0,8,False,80.61,ok
Bulgaria,BGR,salud_publica,1.0,1.0,1.0,8,False,81.33,ok
Burkina Faso,BFA,salud_publica,1.0,1.0,1.0,8,False,24.85,ok
Burundi,BDI,salud_publica,1.0,1.0,1.0,8,False,30.81,ok
Cambodia,KHM,salud_publica,1.0,1.0,1.0,8,False,43.67,ok
Cameroon,CMR,salud_publica,1.0,1.0,1.0,8,False,21.68,ok
Canada,CAN,salud_publica,1.0,1.0,1.0,8,False,88.64,ok
Cape Verde,CPV,salud_publica,1.0,1.0,1.0,8,False,67.55,ok
Central African Republic,CAF,salud_publica,1.0,1.0,1.0,8,False,4.12,ok
Chad,TCD,salud_publica,1.0,1.0,1.0,8,False,8.78,ok
Chile,CHL,salud_publica,1.0,1.0,1.0,8,False,84.05,ok
China,CHN,salud_publica,1.0,1.0,1.0,8,False,78.17,ok
Colombia,COL,salud_publica,1.0,1.0,1.0,8,False,76.43,ok
Comoros,COM,salud_publica,1.0,1.0,1.0,8,False,35.15,ok
Congo-Brazzaville,COG,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Costa Rica,CRI,salud_publica,1.0,1.0,1.0,8,False,82.43,ok
Croatia,HRV,salud_publica,1.0,1.0,1.0,8,False,86.7,ok
Cuba,CUB,salud_publica,1.0,1.0,1.0,8,False,86.9,ok
Cyprus,CYP,salud_publica,1.0,1.0,1.0,8,False,89.49,ok
Czechia,CZE,salud_publica,1.0,1.0,1.0,8,False,92.3,ok
Côte d'Ivoire,CIV,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Democratic Republic of the Congo,COD,salud_publica,1.0,1.0,1.0,8,False,7.96,ok
Denmark,DNK,salud_publica,1.0,1.0,1.0,8,False,88.83,ok
Djibouti,DJI,salud_publica,1.0,1.0,1.0,8,False,31.57,ok
Dominica,DMA,salud_publica,0.9,1.0,0.9,7,False,76.76,ok
Dominican Republic,DOM,salud_publica,1.0,1.0,1.0,8,False,65.39,ok
East Timor,TLS,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Ecuador,ECU,salud_publica,1.0,1.0,1.0,8,False,73.81,ok
Egypt,EGY,salud_publica,1.0,1.0,1.0,8,False,70.66,ok
El Salvador,SLV,salud_publica,1.0,1.0,1.0,8,False,67.07,ok
Equatorial Guinea,GNQ,salud_publica,1.0,1.0,1.0,8,False,16.97,ok
Eritrea,ERI,salud_publica,1.0,1.0,1.0,8,False,35.67,ok
Estonia,EST,salud_publica,1.0,1.0,1.0,8,False,87.48,ok
Eswatini,SWZ,salud_publica,1.0,1.0,1.0,8,False,32.13,ok
Ethiopia,ETH,salud_publica,1.0,1.0,1.0,8,False,26.58,ok
Fiji,FJI,salud_publica,1.0,1.0,1.0,8,False,60.33,ok
Finland,FIN,salud_publica,1.0,1.0,1.0,8,False,90.14,ok
France,FRA,salud_publica,1.0,1.0,1.0,8,False,95.03,ok
Gabon,GAB,salud_publica,1.0,1.0,1.0,8,False,40.19,ok
Gambia,GMB,salud_publica,1.0,1.0,1.0,8,False,31.92,ok
Georgia,GEO,salud_publica,1.0,1.0,1.0,8,False,72.82,ok
Germany,DEU,salud_publica,1.0,1.0,1.0,8,False,94.61,ok
Ghana,GHA,salud_publica,1.0,1.0,1.0,8,False,34.53,ok
Greece,GRC,salud_publica,1.0,1.0,1.0,8,False,91.43,ok
Grenada,GRD,salud_publica,1.0,1.0,1.0,8,False,75.21,ok
Guatemala,GTM,salud_publica,1.0,1.0,1.0,8,False,56.98,ok
Guinea,GIN,salud_publica,1.0,1.0,1.0,8,False,11.78,ok
Guinea-Bissau,GNB,salud_publica,1.0,1.0,1.0,8,False,13.85,ok
Guyana,GUY,salud_publica,1.0,1.0,1.0,8,False,62.94,ok
Haiti,HTI,salud_publica,1.0,1.0,1.0,8,False,22.03,ok
Honduras,HND,salud_publica,1.0,1.0,1.0,8,False,64.09,ok
Hong Kong,HKG,salud_publica,0.9,1.0,0.9,7,False,74.41,ok
Hungary,HUN,salud_publica,1.0,1.0,1.0,8,False,89.35,ok
Iceland,ISL,salud_publica,1.0,1.0,1.0,8,False,90.04,ok
India,IND,salud_publica,1.0,1.0,1.0,8,False,47.35,ok
Indonesia,IDN,salud_publica,1.0,1.0,1.0,8,False,53.18,ok
Iran,IRN,salud_publica,1.0,1.0,1.0,8,False,77.31,ok
Iraq,IRQ,salud_publica,1.0,1.0,1.0,8,False,63.7,ok
Ireland,IRL,salud_publica,1.0,1.0,1.0,8,False,88.57,ok
Israel,ISR,salud_publica,1.0,1.0,1.0,8,False,91.43,ok
Italy,ITA,salud_publica,1.0,1.0,1.0,8,False,91.14,ok
Ivory Coast,CIV,salud_publica,1.0,1.0,1.0,8,False,21.2,ok
Jamaica,JAM,salud_publica,1.0,1.0,1.0,8,False,72.67,ok
Japan,JPN,salud_publica,1.0,1.0,1.0,8,False,97.75,ok
Jordan,JOR,salud_publica,1.0,1.0,1.0,8,False,76.43,ok
Kazakhstan,KAZ,salud_publica,1.0,1.0,1.0,8,False,82.4,ok
Kenya,KEN,salud_publica,1.0,1.0,1.0,8,False,34.09,ok
Kiribati,KIR,salud_publica,1.0,1.0,1.0,8,False,31.85,ok
Kosovo,XKX,salud_publica,0.9,1.0,0.9,7,False,57.01,ok
Kuwait,KWT,salud_publica,1.0,1.0,1.0,8,False,80.47,ok
Kyrgyzstan,KGZ,salud_publica,1.0,1.0,1.0,8,False,71.27,ok
Laos,LAO,salud_publica,1.0,1.0,1.0,8,False,35.99,ok
Latvia,LVA,salud_publica,1.0,1.0,1.0,8,False,84.52,ok
Lebanon,LBN,salud_publica,1.0,1.0,1.0,8,False,77.4,ok
Lesotho,LSO,salud_publica,1.0,1.0,1.0,8,False,19.94,ok
Liberia,LBR,salud_publica,1.0,1.0,1.0,8,False,17.31,ok
Libya,LBY,salud_publica,1.0,1.0,1.0,8,False,71.73,ok
Liechtenstein,LIE,salud_publica,0.9,1.0,0.9,7,False,73.08,ok
Lithuania,LTU,salud_publica,1.0,1.0,1.0,8,False,85.34,ok
Luxembourg,LUX,salud_publica,1.0,1.0,1.0,8,False,93.9,ok
Macao,MAC,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Madagascar,MDG,salud_publica,1.0,1.0,1.0,8,False,24.22,ok
Malawi,MWI,salud_publica,1.0,1.0,1.0,8,False,31.19,ok
Malaysia,MYS,salud_publica,1.0,1.0,1.0,8,False,78.03,ok
Maldives,MDV,salud_publica,1.0,1.0,1.0,8,False,82.53,ok
Mali,MLI,salud_publica,1.0,1.0,1.0,8,False,19.14,ok
Malta,MLT,salud_publica,1.0,1.0,1.0,8,False,92.67,ok
Marshall Islands,MHL,salud_publica,0.9,1.0,0.9,7,False,36.83,ok
Mauritania,MRT,salud_publica,1.0,1.0,1.0,8,False,33.23,ok
Mauritius,MUS,salud_publica,1.0,1.0,1.0,8,False,77.21,ok
Mexico,MEX,salud_publica,1.0,1.0,1.0,8,False,71.36,ok
Micronesia,FSM,salud_publica,0.9,1.0,0.9,7,False,48.08,ok
Moldova,MDA,salud_publica,1.0,1.0,1.0,8,False,73.45,ok
Monaco,MCO,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Mongolia,MNG,salud_publica,1.0,1.0,1.0,8,False,59.78,ok
Montenegro,MNE,salud_publica,1.0,1.0,1.0,8,False,77.89,ok
Morocco,MAR,salud_publica,1.0,1.0,1.0,8,False,72.02,ok
Morocco / Western Sahara,MAR,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Mozambique,MOZ,salud_publica,1.0,1.0,1.0,8,False,16.17,ok
Myanmar,MMR,salud_publica,1.0,1.0,1.0,8,False,38.53,ok
Namibia,NAM,salud_publica,1.0,1.0,1.0,8,False,35.74,ok
Nauru,NRU,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Nepal,NPL,salud_publica,1.0,1.0,1.0,8,False,47.51,ok
Netherlands,NLD,salud_publica,1.0,1.0,1.0,8,False,90.34,ok
New Zealand,NZL,salud_publica,1.0,1.0,1.0,8,False,88.67,ok
Nicaragua,NIC,salud_publica,1.0,1.0,1.0,8,False,66.01,ok
Niger,NER,salud_publica,1.0,1.0,1.0,8,False,22.86,ok
Nigeria,NGA,salud_publica,1.0,1.0,1.0,8,False,12.53,ok
North Korea,PRK,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
North Macedonia,MKD,salud_publica,0.9,1.0,0.9,7,False,79.78,ok
Northern Cyprus,CTU,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Norway,NOR,salud_publica,1.0,1.0,1.0,8,False,92.49,ok
OECS,CSS,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Oman,OMN,salud_publica,1.0,1.0,1.0,8,False,81.08,ok
Pakistan,PAK,salud_publica,1.0,1.0,1.0,8,False,31.34,ok
Palau,PLW,salud_publica,0.9,1.0,0.9,7,False,68.57,ok
Palestinian Territories,PSE,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Panama,PAN,salud_publica,1.0,1.0,1.0,8,False,76.24,ok
Papua New Guinea,PNG,salud_publica,1.0,1.0,1.0,8,False,20.52,ok
Paraguay,PRY,salud_publica,1.0,1.0,1.0,8,False,66.98,ok
Peru,PER,salud_publica,1.0,1.0,1.0,8,False,69.96,ok
Philippines,PHL,salud_publica,1.0,1.0,1.0,8,False,43.03,ok
Poland,POL,salud_publica,1.0,1.0,1.0,8,False,90.12,ok
Portugal,PRT,salud_publica,1.0,1.0,1.0,8,False,89.91,ok
Puerto Rico,PRI,salud_publica,0.9,1.0,0.9,7,False,73.28,ok
Qatar,QAT,salud_publica,1.0,1.0,1.0,8,False,83.82,ok
Republic of the Congo,COG,salud_publica,1.0,1.0,1.0,8,False,25.17,ok
Romania,ROU,salud_publica,1.0,1.0,1.0,8,False,81.73,ok
Russia,RUS,salud_publica,1.0,1.0,1.0,8,False,81.52,ok
Rwanda,RWA,salud_publica,1.0,1.0,1.0,8,False,48.21,ok
Saint Kitts and Nevis,KNA,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Saint Lucia,LCA,salud_publica,1.0,1.0,1.0,8,False,73.73,ok
Saint Vincent and the Grenadines,VCT,salud_publica,0.1,1.0,0.1,1,False,-1.0,insufficient_coverage
Samoa,WSM,salud_publica,1.0,1.0,1.0,8,False,60.42,ok
San Marino,SMR,salud_publica,0.9,1.0,0.9,7,False,91.2,ok
Sao Tome and Principe,STP,salud_publica,1.0,1.0,1.0,8,False,51.48,ok
Saudi Arabia,SAU,salud_publica,1.0,1.0,1.0,8,False,79.81,ok
Senegal,SEN,salud_publica,1.0,1.0,1.0,8,False,43.06,ok
Serbia,SRB,salud_publica,1.0,1.0,1.0,8,False,81.07,ok
Seychelles,SYC,salud_publica,1.0,1.0,1.0,8,False,80.25,ok
Sierra Leone,SLE,salud_publica,1.0,1.0,1.0,8,False,13.63,ok
Singapore,SGP,salud_publica,1.0,1.0,1.0,8,False,89.92,ok
Slovakia,SVK,salud_publica,1.0,1.0,1.0,8,False,88.22,ok
Slovenia,SVN,salud_publica,1.0,1.0,1.0,8,False,90.91,ok
Solomon Islands,SLB,salud_publica,1.0,1.0,1.0,8,False,49.24,ok
Somalia,SOM,salud_publica,1.0,1.0,1.0,8,False,8.02,ok
South Africa,ZAF,salud_publica,1.0,1.0,1.0,8,False,43.85,ok
South Korea,KOR,salud_publica,1.0,1.0,1.0,8,False,96.69,ok
South Sudan,SSD,salud_publica,1.0,1.0,1.0,8,False,10.73,ok
Spain,ESP,salud_publica,1.0,1.0,1.0,8,False,91.07,ok
Sri Lanka,LKA,salud_publica,1.0,1.0,1.0,8,False,73.54,ok
Sudan,SDN,salud_publica,1.0,1.0,1.0,8,False,40.44,ok
Suriname,SUR,salud_publica,1.0,1.0,1.0,8,False,67.29,ok
